Timestamp,SensorID,TrackID,Longitude,Latitude,DustCategory,PM10_ugm3
1785794400000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785794400000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785794460000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,21
1785794460000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785794520000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,21
1785794520000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785794580000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,21
1785794580000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785794640000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785794640000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785794700000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,23
1785794700000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785794760000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785794760000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785794820000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785794820000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,21
1785794880000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785794880000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785794940000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,21
1785794940000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785795000000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785795000000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785795060000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,21
1785795060000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785795120000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785795120000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785795180000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,22
1785795180000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785795240000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,23
1785795240000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785795300000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785795300000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785795360000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785795360000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785795420000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,25
1785795420000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,18
1785795480000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785795480000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,18
1785795540000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785795540000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,18
1785795600000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785795600000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,18
1785795660000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,23
1785795660000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,19
1785795720000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,23
1785795720000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,20
1785795780000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,24
1785795780000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,21
1785795840000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,25
1785795840000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,21
1785795900000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,25
1785795900000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,21
1785795960000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,25
1785795960000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,22
1785796020000,DUST-01,ad65284f-6a8b-444e-a5f7-d0dcf56b61f9,958916.57,6010442.53,Good,25
1785796020000,DUST-02,5c5c7940-d07e-4e92-8670-ac35e6a7e956,959034.8,6010464.7,Good,22
